Course Code,Section Code,Instructor,Comment Type,Comment Text
APT1040,A,"Afundi, Patrick",Course Text,good
APT1040,A,"Afundi, Patrick",Course Text,Good
APT1040,A,"Afundi, Patrick",Course Text,good
APT1040,A,"Afundi, Patrick",Course Text,Not much usage of the course text
APT1040,A,"Afundi, Patrick",Course Text,good
APT1040,A,"Afundi, Patrick",Course Text,Exellent
APT1040,A,"Afundi, Patrick",Course Text,The course text has a lot of interesting content and it has expanded my knowledge on web design.
APT1040,A,"Afundi, Patrick",Course Text,good
APT1040,A,"Afundi, Patrick",Course Text,Poor
APT1040,A,"Afundi, Patrick",Course Text,GOOD
APT1040,A,"Afundi, Patrick",Course Text,Good
APT1040,A,"Afundi, Patrick",Course Text,great
APT1040,A,"Afundi, Patrick",Course Text,okay
APT1040,A,"Afundi, Patrick",Course Text,dont know much
APT1040,A,"Afundi, Patrick",Course Text,Good
APT1040,A,"Afundi, Patrick",Course Text,useful
APT1040,A,"Afundi, Patrick",Course Text,i don't know
APT1040,A,"Afundi, Patrick",Resources,"What other materials or resources, if any,"
APT1040,A,"Afundi, Patrick",Resources,videos
APT1040,A,"Afundi, Patrick",Resources,should be added to support your learning?
APT1040,A,"Afundi, Patrick",Resources,Better notes and lectures
APT1040,A,"Afundi, Patrick",Resources,None
APT1040,A,"Afundi, Patrick",Resources,practical books
APT1040,A,"Afundi, Patrick",Resources,None
APT1040,A,"Afundi, Patrick",Resources,none
APT1040,A,"Afundi, Patrick",Resources,Non
APT1040,A,"Afundi, Patrick",Resources,none at the moment
APT1040,A,"Afundi, Patrick",Resources,GOOD
APT1040,A,"Afundi, Patrick",Resources,good
APT1040,A,"Afundi, Patrick",Resources,good
APT1040,A,"Afundi, Patrick",Resources,None
APT1040,A,"Afundi, Patrick",Resources,Videos
APT1040,A,"Afundi, Patrick",Resources,Coding references
APT1040,A,"Afundi, Patrick",Resources,none
APT1040,A,"Afundi, Patrick",Resources,none
APT1040,A,"Afundi, Patrick",Resources,more code
APT1040,A,"Afundi, Patrick",Resources,good
APT1040,A,"Afundi, Patrick",Resources,None
APT1040,A,"Afundi, Patrick",Resources,None
APT1040,A,"Afundi, Patrick",Resources,I don't know
APT1040,A,"Afundi, Patrick",Overall,My overall evaluation of the lecturer is. EXCELENT
APT1040,A,"Afundi, Patrick",Overall,GOOD
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,Excellent
APT1040,A,"Afundi, Patrick",Overall,perfect
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,Awesome lecturer
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,EXCELLENT
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,Below aaverage
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,The lecturer explains all the concepts in class very well which makes me understand everything in class only. He uses his
APT1040,A,"Afundi, Patrick",Overall,"expertise and diverse knowledge and experience to explain. Also, whenever i wanted help, he would always help me even"
APT1040,A,"Afundi, Patrick",Overall,outside class hours or even outside office hours. Hoping to take the same lecturer for future courses.
APT1040,A,"Afundi, Patrick",Overall,dwsd
APT1040,A,"Afundi, Patrick",Overall,GOOD
APT1040,A,"Afundi, Patrick",Overall,great
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,Total utter garbage who shouldn't be teaching
APT1040,A,"Afundi, Patrick",Overall,Goof
APT1040,A,"Afundi, Patrick",Overall,good
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,Good
APT1040,A,"Afundi, Patrick",Overall,excellent
APT1040,A,"Afundi, Patrick",Overall,he made the class very practical which aided in learning how to design the websites
APT1040,A,"Afundi, Patrick",Overall,HARDWORKER
APT1040,A,"Afundi, Patrick",Overall,fddsf
APT1040,A,"Afundi, Patrick",Overall,great
APT1040,A,"Afundi, Patrick",Overall,good
